date,line,station,geton,getoff,update,sum
20200301,2,용답,899,894,20200304,1793
20200301,2,신답,389,468,20200304,857
20200301,2,신설동,1392,1539,20200304,2931
20200301,2,도림천,281,274,20200304,555
20200301,2,양천구청,1684,1682,20200304,3366
20200301,2,신정네거리,2572,2667,20200304,5239
20200301,2,용두,685,756,20200304,1441
20200302,2,시청,20864,21002,20200305,41866
20200302,2,을지로입구,30813,31934,20200305,62747
20200302,2,을지로3가,17617,17781,20200305,35398
20200302,2,을지로4가,10847,10759,20200305,21606
20200302,2,동대문역사문화공원,9210,10375,20200305,19585
20200302,2,신당,11049,11413,20200305,22462
20200302,2,상왕십리,11073,10803,20200305,21876
20200302,2,왕십리,12306,10361,20200305,22667
20200302,2,한양대,5333,5797,20200305,11130
20200302,2,뚝섬,16571,17834,20200305,34405
20200302,2,성수,28234,30768,20200305,59002
20200302,2,건대입구,25536,27310,20200305,52846
20200302,2,구의,19747,19451,20200305,39198
20200302,2,강변,24435,23988,20200305,48423
20200302,2,잠실나루,10866,10588,20200305,21454
20200302,2,잠실,47376,46641,20200305,94017
20200302,2,잠실새내,15312,15236,20200305,30548
20200302,2,종합운동장,5050,5465,20200305,10515
20200302,2,삼성,38406,39294,20200305,77700
20200302,2,선릉,45926,40927,20200305,86853
20200302,2,역삼,41204,45217,20200305,86421
20200302,2,강남,62556,63127,20200305,125683
20200302,2,교대,27602,30294,20200305,57896
20200302,2,서초,16488,16681,20200305,33169
20200302,2,방배,12859,13354,20200305,26213
20200302,2,사당,26881,29409,20200305,56290
20200302,2,낙성대,21026,20443,20200305,41469
20200302,2,서울대입구,37260,36231,20200305,73491
20200302,2,봉천,19757,18411,20200305,38168
20200302,2,신림,53149,51179,20200305,104328
20200302,2,신대방,21830,21073,20200305,42903
20200302,2,구로디지털단지,51243,51443,20200305,102686
20200302,2,대림,20122,20147,20200305,40269
20200302,2,신도림,39840,38870,20200305,78710
20200302,2,문래,17141,17425,20200305,34566
20200302,2,영등포구청,19264,19736,20200305,39000
20200302,2,당산,15674,18074,20200305,33748
20200302,2,합정,23211,24005,20200305,47216
20200302,2,홍대입구,35969,37361,20200305,73330
20200302,2,신촌,24535,25553,20200305,50088
20200302,2,이대,8487,8798,20200305,17285
20200302,2,아현,7421,7266,20200305,14687
20200302,2,충정로,8875,9360,20200305,18235
20200302,2,용답,1935,1932,20200305,3867
20200302,2,신답,1355,1579,20200305,2934
20200302,2,신설동,2530,2647,20200305,5177
20200302,2,도림천,1011,1087,20200305,2098
20200302,2,양천구청,5253,5508,20200305,10761
20200302,2,신정네거리,7436,7790,20200305,15226
20200302,2,용두,1842,1969,20200305,3811
20200303,2,역삼,40672,44597,20200306,85269
20200303,2,선릉,46188,41292,20200306,87480
20200303,2,삼성,37826,38627,20200306,76453
20200303,2,종합운동장,5090,5430,20200306,10520
20200303,2,잠실새내,15432,15239,20200306,30671
20200303,2,잠실,49893,49309,20200306,99202
20200303,2,잠실나루,10910,10653,20200306,21563
20200303,2,강변,23776,23414,20200306,47190
20200303,2,구의,19714,19185,20200306,38899
20200303,2,건대입구,25861,27486,20200306,53347
20200303,2,성수,28842,31401,20200306,60243
20200303,2,뚝섬,17042,18266,20200306,35308
20200303,2,한양대,5255,5578,20200306,10833
20200303,2,왕십리,12503,10442,20200306,22945
20200303,2,상왕십리,11079,10676,20200306,21755
20200303,2,신당,11237,11686,20200306,22923
20200303,2,동대문역사문화공원,9203,10268,20200306,19471
20200303,2,을지로4가,10910,10616,20200306,21526
20200303,2,을지로3가,17866,17663,20200306,35529
20200303,2,을지로입구,31135,32200,20200306,63335
20200303,2,시청,20908,21111,20200306,42019
20200303,2,강남,62742,63287,20200306,126029
20200303,2,교대,27722,30683,20200306,58405
20200303,2,서초,16598,16743,20200306,33341
20200303,2,방배,12850,13272,20200306,26122
20200303,2,사당,27680,30034,20200306,57714
20200303,2,낙성대,21253,20628,20200306,41881
20200303,2,서울대입구,37730,36454,20200306,74184
20200303,2,봉천,19634,18401,20200306,38035
20200303,2,신림,53085,51573,20200306,104658
20200303,2,신대방,21923,21011,20200306,42934
20200303,2,구로디지털단지,50953,51523,20200306,102476
20200303,2,대림,19912,19979,20200306,39891
20200303,2,신도림,39058,38536,20200306,77594
20200303,2,문래,17451,17795,20200306,35246
20200303,2,영등포구청,19702,19920,20200306,39622
20200303,2,당산,15919,18347,20200306,34266
20200303,2,합정,23805,24646,20200306,48451
20200303,2,홍대입구,36750,38561,20200306,75311
20200303,2,신촌,24634,25527,20200306,50161
20200303,2,이대,8468,8762,20200306,17230
20200303,2,아현,7398,7118,20200306,14516
20200303,2,충정로,8874,9403,20200306,18277
20200303,2,용답,1959,1966,20200306,3925
20200303,2,신답,1332,1563,20200306,2895
20200303,2,신설동,2467,2617,20200306,5084
20200303,2,도림천,1041,1126,20200306,2167
20200303,2,양천구청,5048,5470,20200306,10518
20200303,2,신정네거리,7365,7682,20200306,15047
20200303,2,용두,1878,2003,20200306,3881
20200304,2,시청,20961,20931,20200307,41892
20200304,2,을지로입구,31221,32163,20200307,63384
20200304,2,을지로3가,17864,17842,20200307,35706
20200304,2,을지로4가,10929,10692,20200307,21621
20200304,2,동대문역사문화공원,9339,10329,20200307,19668
20200304,2,신당,11052,11612,20200307,22664
20200304,2,상왕십리,11113,10757,20200307,21870
20200304,2,왕십리,12398,10310,20200307,22708
20200304,2,한양대,5200,5551,20200307,10751
20200304,2,뚝섬,16412,17939,20200307,34351
20200304,2,성수,28795,30969,20200307,59764
20200304,2,건대입구,26059,27989,20200307,54048
20200304,2,구의,19580,19289,20200307,38869
20200304,2,강변,23469,23066,20200307,46535
20200304,2,잠실나루,10808,10599,20200307,21407
20200304,2,잠실,50775,49688,20200307,100463
20200304,2,잠실새내,15286,15400,20200307,30686
20200304,2,종합운동장,4846,5303,20200307,10149
20200304,2,삼성,38250,39055,20200307,77305
20200304,2,선릉,46108,40953,20200307,87061
20200304,2,역삼,41183,44674,20200307,85857
20200304,2,강남,63166,63174,20200307,126340
20200304,2,교대,27820,31158,20200307,58978
20200304,2,서초,16886,16657,20200307,33543
20200304,2,방배,12889,13288,20200307,26177
20200304,2,사당,27855,29889,20200307,57744
20200304,2,낙성대,21100,20521,20200307,41621
20200304,2,서울대입구,37804,36603,20200307,74407
20200304,2,봉천,19598,18380,20200307,37978
20200304,2,신림,53227,51620,20200307,104847
20200304,2,신대방,21722,21025,20200307,42747
20200304,2,구로디지털단지,51292,51625,20200307,102917
20200304,2,대림,19519,19903,20200307,39422
20200304,2,신도림,39541,38554,20200307,78095
20200304,2,문래,17336,17754,20200307,35090
20200304,2,영등포구청,19410,19815,20200307,39225
20200304,2,당산,15540,18410,20200307,33950
20200304,2,합정,23934,24954,20200307,48888
20200304,2,홍대입구,37649,39431,20200307,77080
20200304,2,신촌,24935,25765,20200307,50700
20200304,2,이대,8495,8675,20200307,17170
20200304,2,아현,7368,7057,20200307,14425
20200304,2,충정로,8783,9338,20200307,18121
20200304,2,용답,1947,1958,20200307,3905
20200304,2,신답,1326,1523,20200307,2849
20200304,2,신설동,2555,2482,20200307,5037
20200304,2,도림천,1029,1062,20200307,2091
20200304,2,양천구청,5151,5440,20200307,10591
20200304,2,신정네거리,7333,7738,20200307,15071
20200304,2,용두,1818,1929,20200307,3747
20200305,2,시청,20576,20947,20200308,41523
20200305,2,을지로입구,31185,32229,20200308,63414
20200305,2,을지로3가,17794,17772,20200308,35566
20200305,2,을지로4가,10968,10753,20200308,21721
20200305,2,동대문역사문화공원,9364,10274,20200308,19638
20200305,2,신당,11088,11473,20200308,22561
20200305,2,상왕십리,11049,10636,20200308,21685
20200305,2,왕십리,12805,10845,20200308,23650
20200305,2,한양대,5277,5823,20200308,11100
20200305,2,뚝섬,16906,18168,20200308,35074
20200305,2,성수,28485,31485,20200308,59970
20200305,2,건대입구,26590,28530,20200308,55120
20200305,2,구의,19867,19303,20200308,39170
20200305,2,강변,24096,23575,20200308,47671
20200305,2,잠실나루,11084,10548,20200308,21632
20200305,2,잠실,51452,50461,20200308,101913
20200305,2,잠실새내,15692,15610,20200308,31302
20200305,2,종합운동장,4987,5377,20200308,10364
20200305,2,삼성,37861,39202,20200308,77063
20200305,2,선릉,46332,41607,20200308,87939
20200305,2,역삼,40563,44825,20200308,85388
20200305,2,강남,64350,64829,20200308,129179
20200305,2,교대,28610,31451,20200308,60061
20200305,2,서초,16697,17442,20200308,34139
20200305,2,방배,13052,13447,20200308,26499
20200305,2,사당,28424,30563,20200308,58987
20200305,2,낙성대,21505,20734,20200308,42239
20200305,2,서울대입구,37936,36540,20200308,74476
20200305,2,봉천,19664,18432,20200308,38096
20200305,2,신림,53567,51861,20200308,105428
20200305,2,신대방,21976,21167,20200308,43143
20200305,2,구로디지털단지,51163,51577,20200308,102740
20200305,2,대림,19873,20031,20200308,39904
20200305,2,신도림,40521,39409,20200308,79930
20200305,2,문래,17480,17862,20200308,35342
20200305,2,영등포구청,19486,19716,20200308,39202
20200305,2,당산,16120,18522,20200308,34642
20200305,2,합정,24407,25568,20200308,49975
20200305,2,홍대입구,38433,41080,20200308,79513
20200305,2,신촌,25421,26207,20200308,51628
20200305,2,이대,8184,8595,20200308,16779
20200305,2,아현,7446,7244,20200308,14690
20200305,2,충정로,8702,9186,20200308,17888
20200305,2,용답,1948,1934,20200308,3882
20200305,2,신답,1338,1509,20200308,2847
20200305,2,신설동,2483,2555,20200308,5038
20200305,2,도림천,987,1044,20200308,2031
20200305,2,양천구청,5134,5391,20200308,10525
20200305,2,신정네거리,7580,7956,20200308,15536
20200305,2,용두,1836,1935,20200308,3771
20200306,2,시청,20813,20838,20200309,41651
20200306,2,을지로입구,31701,32259,20200309,63960
20200306,2,을지로3가,17766,17894,20200309,35660
20200306,2,을지로4가,10971,10871,20200309,21842
20200306,2,동대문역사문화공원,9669,10799,20200309,20468
20200306,2,신당,11600,12107,20200309,23707
20200306,2,상왕십리,11329,10733,20200309,22062
20200306,2,왕십리,13286,11617,20200309,24903
20200306,2,한양대,5399,5615,20200309,11014
20200306,2,뚝섬,17023,18453,20200309,35476
20200306,2,성수,28726,31563,20200309,60289
20200306,2,건대입구,28953,32291,20200309,61244
20200306,2,구의,20322,19685,20200309,40007
20200306,2,강변,26159,26064,20200309,52223
20200306,2,잠실나루,11218,10605,20200309,21823
20200306,2,잠실,53574,52067,20200309,105641
20200306,2,잠실새내,16706,17174,20200309,33880
20200306,2,종합운동장,5163,5484,20200309,10647
20200306,2,삼성,38415,39496,20200309,77911
20200306,2,선릉,46692,41707,20200309,88399
20200306,2,역삼,39770,44148,20200309,83918
20200306,2,강남,68005,70586,20200309,138591
20200306,2,교대,28680,32032,20200309,60712
20200306,2,서초,16575,16681,20200309,33256
20200306,2,방배,13277,13645,20200309,26922
20200306,2,사당,30374,33063,20200309,63437
20200306,2,낙성대,22396,20789,20200309,43185
20200306,2,서울대입구,40400,38682,20200309,79082
20200306,2,봉천,20468,18597,20200309,39065
20200306,2,신림,55816,54271,20200309,110087
20200306,2,신대방,22503,21160,20200309,43663
20200306,2,구로디지털단지,52706,53143,20200309,105849
20200306,2,대림,20385,20382,20200309,40767
20200306,2,신도림,42024,41677,20200309,83701
20200306,2,문래,17528,18184,20200309,35712
20200306,2,영등포구청,19887,20078,20200309,39965
20200306,2,당산,16408,19261,20200309,35669
20200306,2,합정,25779,28159,20200309,53938
20200306,2,홍대입구,41529,45792,20200309,87321
20200306,2,신촌,27123,28560,20200309,55683
20200306,2,이대,8715,8893,20200309,17608
20200306,2,아현,7780,7277,20200309,15057
20200306,2,충정로,8883,9161,20200309,18044
20200306,2,용답,2072,2058,20200309,4130
20200306,2,신답,1322,1458,20200309,2780
20200306,2,신설동,2629,2788,20200309,5417
20200306,2,도림천,1032,1068,20200309,2100
20200306,2,양천구청,5214,5530,20200309,10744
20200306,2,신정네거리,7719,8115,20200309,15834
20200306,2,용두,2016,2153,20200309,4169
20200307,2,시청,4441,3956,20200310,8397
20200307,2,을지로입구,12774,13003,20200310,25777
20200307,2,을지로3가,5447,5621,20200310,11068
20200307,2,을지로4가,4874,4959,20200310,9833
20200307,2,동대문역사문화공원,6155,6279,20200310,12434
20200307,2,신당,7528,7770,20200310,15298
20200307,2,상왕십리,6398,5891,20200310,12289
20200307,2,왕십리,9256,7998,20200310,17254
20200307,2,한양대,2530,2480,20200310,5010
20200307,2,뚝섬,7832,8207,20200310,16039
20200307,2,성수,10696,12018,20200310,22714
20200307,2,건대입구,22190,24947,20200310,47137
20200307,2,구의,11795,11407,20200310,23202
20200307,2,강변,17152,17484,20200310,34636
20200307,2,잠실나루,4865,4621,20200310,9486
20200307,2,잠실,36206,34183,20200310,70389
20200307,2,잠실새내,10414,11125,20200310,21539
20200307,2,종합운동장,2770,3010,20200310,5780
20200307,2,삼성,16848,17149,20200310,33997
20200307,2,선릉,16577,14655,20200310,31232
20200307,2,역삼,12717,13905,20200310,26622
20200307,2,강남,39648,41549,20200310,81197
20200307,2,교대,11261,12393,20200310,23654
20200307,2,서초,6104,5635,20200310,11739
20200307,2,방배,6623,6652,20200310,13275
20200307,2,사당,19715,21160,20200310,40875
20200307,2,낙성대,14975,13513,20200310,28488
20200307,2,서울대입구,27265,26578,20200310,53843
20200307,2,봉천,12896,11546,20200310,24442
20200307,2,신림,37733,35957,20200310,73690
20200307,2,신대방,14544,13858,20200310,28402
20200307,2,구로디지털단지,25537,25533,20200310,51070
20200307,2,대림,12694,13156,20200310,25850
20200307,2,신도림,27600,27924,20200310,55524
20200307,2,문래,7636,7952,20200310,15588
20200307,2,영등포구청,8377,8608,20200310,16985
20200307,2,당산,8941,9680,20200310,18621
20200307,2,합정,17198,19570,20200310,36768
20200307,2,홍대입구,36602,40786,20200310,77388
20200307,2,신촌,20797,21374,20200310,42171
20200307,2,이대,5921,6106,20200310,12027
20200307,2,아현,4740,4459,20200310,9199
20200307,2,충정로,3760,3802,20200310,7562
20200307,2,용답,1390,1289,20200310,2679
20200307,2,신답,691,721,20200310,1412
20200307,2,신설동,2017,2062,20200310,4079
20200307,2,도림천,608,603,20200310,1211
20200307,2,양천구청,2747,2816,20200310,5563
20200307,2,신정네거리,4616,4715,20200310,9331
20200307,2,용두,1165,1202,20200310,2367
20200308,2,시청,2631,2398,20200311,5029
20200308,2,을지로입구,9660,9644,20200311,19304
20200308,2,을지로3가,3084,2848,20200311,5932
20200308,2,을지로4가,1780,1753,20200311,3533
20200308,2,동대문역사문화공원,4246,5372,20200311,9618
20200308,2,신당,5202,5661,20200311,10863
20200308,2,상왕십리,4210,4135,20200311,8345
20200308,2,왕십리,6226,5311,20200311,11537
20200308,2,한양대,1685,1841,20200311,3526
20200308,2,뚝섬,5658,6056,20200311,11714
20200308,2,성수,7081,7902,20200311,14983
20200308,2,건대입구,17753,18408,20200311,36161
20200308,2,구의,7880,7728,20200311,15608
20200308,2,강변,13566,13455,20200311,27021
20200308,2,잠실나루,3263,3312,20200311,6575
20200308,2,잠실,27466,25257,20200311,52723
20200308,2,잠실새내,6733,7032,20200311,13765
20200308,2,종합운동장,1887,2174,20200311,4061
20200308,2,삼성,11616,11593,20200311,23209
20200308,2,선릉,8034,7237,20200311,15271
20200308,2,역삼,7023,7611,20200311,14634
20200308,2,강남,22855,22861,20200311,45716
20200308,2,교대,6321,7222,20200311,13543
20200308,2,서초,3692,3392,20200311,7084
20200308,2,방배,4016,4217,20200311,8233
20200308,2,사당,13440,15010,20200311,28450
20200308,2,낙성대,10605,10479,20200311,21084
20200308,2,서울대입구,19096,19675,20200311,38771
20200308,2,봉천,8325,7945,20200311,16270
20200308,2,신림,26703,26028,20200311,52731
20200308,2,신대방,10283,10054,20200311,20337
20200308,2,구로디지털단지,16434,15956,20200311,32390
20200308,2,대림,9028,9034,20200311,18062
20200308,2,신도림,17599,17780,20200311,35379
20200308,2,문래,4281,4532,20200311,8813
20200308,2,영등포구청,5210,5229,20200311,10439
20200308,2,당산,6111,6621,20200311,12732
20200308,2,합정,12557,13245,20200311,25802
20200308,2,홍대입구,28285,28251,20200311,56536
20200308,2,신촌,14669,14832,20200311,29501
20200308,2,이대,3924,4076,20200311,8000
20200308,2,아현,3052,3068,20200311,6120
20200308,2,충정로,2440,2575,20200311,5015
20200308,2,용답,1008,1009,20200311,2017
20200308,2,신답,470,528,20200311,998
20200308,2,신설동,1666,1707,20200311,3373
20200308,2,도림천,297,268,20200311,565
20200308,2,양천구청,1909,1906,20200311,3815
20200308,2,신정네거리,2954,2888,20200311,5842
20200308,2,용두,733,708,20200311,1441
20200309,2,시청,21324,21601,20200312,42925
20200309,2,을지로입구,31871,32642,20200312,64513
20200309,2,을지로3가,18064,18210,20200312,36274
20200309,2,을지로4가,11207,11054,20200312,22261
20200309,2,동대문역사문화공원,9326,10484,20200312,19810
20200309,2,신당,11252,11566,20200312,22818
20200309,2,상왕십리,11343,10986,20200312,22329
20200309,2,왕십리,12801,10836,20200312,23637
20200309,2,한양대,5526,6077,20200312,11603
20200309,2,뚝섬,16856,18250,20200312,35106
20200309,2,성수,28970,31467,20200312,60437
20200309,2,건대입구,28153,30132,20200312,58285
20200309,2,구의,20421,20262,20200312,40683
20200309,2,강변,26249,25787,20200312,52036
20200309,2,잠실나루,11649,11337,20200312,22986
20200309,2,잠실,53410,52621,20200312,106031
20200309,2,잠실새내,16567,16544,20200312,33111
20200309,2,종합운동장,5386,5663,20200312,11049
20200309,2,삼성,40538,41514,20200312,82052
20200309,2,선릉,49468,44192,20200312,93660
20200309,2,역삼,43744,48663,20200312,92407
20200309,2,강남,72919,73302,20200312,146221
20200309,2,교대,29207,32292,20200312,61499
20200309,2,서초,17580,17640,20200312,35220
20200309,2,방배,13690,14228,20200312,27918
20200309,2,사당,29377,32046,20200312,61423
20200309,2,낙성대,22718,22405,20200312,45123
20200309,2,서울대입구,39931,38967,20200312,78898
20200309,2,봉천,20741,19402,20200312,40143
20200309,2,신림,55638,54039,20200312,109677
20200309,2,신대방,22740,21830,20200312,44570
20200309,2,구로디지털단지,53921,54563,20200312,108484
20200309,2,대림,21211,21250,20200312,42461
20200309,2,신도림,41780,40696,20200312,82476
20200309,2,문래,17971,18384,20200312,36355
20200309,2,영등포구청,20176,20748,20200312,40924
20200309,2,당산,16935,19384,20200312,36319
20200309,2,합정,24809,26161,20200312,50970
20200309,2,홍대입구,39336,41200,20200312,80536
20200309,2,신촌,26385,27542,20200312,53927
20200309,2,이대,8636,9002,20200312,17638
20200309,2,아현,7695,7485,20200312,15180
20200309,2,충정로,8937,9443,20200312,18380
20200309,2,용답,2079,2061,20200312,4140
20200309,2,신답,1369,1611,20200312,2980
20200309,2,신설동,2652,2779,20200312,5431
20200309,2,도림천,1109,1166,20200312,2275
20200309,2,양천구청,5444,5752,20200312,11196
20200309,2,신정네거리,7888,8167,20200312,16055
20200309,2,용두,1914,2022,20200312,3936
20200310,2,시청,21202,21369,20200313,42571
20200310,2,을지로입구,31282,32420,20200313,63702
20200310,2,을지로3가,17934,17718,20200313,35652
20200310,2,을지로4가,10929,10639,20200313,21568
20200310,2,동대문역사문화공원,8976,9938,20200313,18914
20200310,2,신당,10793,11341,20200313,22134
20200310,2,상왕십리,10955,10707,20200313,21662
20200310,2,왕십리,12691,10573,20200313,23264
20200310,2,한양대,5470,5765,20200313,11235
20200310,2,뚝섬,17062,18505,20200313,35567
20200310,2,성수,29251,31939,20200313,61190
20200310,2,건대입구,26300,28412,20200313,54712
20200310,2,구의,20190,19790,20200313,39980
20200310,2,강변,23606,23036,20200313,46642
20200310,2,잠실나루,11007,10710,20200313,21717
20200310,2,잠실,50762,50155,20200313,100917
20200310,2,잠실새내,15941,15823,20200313,31764
20200310,2,종합운동장,5018,5372,20200313,10390
20200310,2,삼성,40175,41331,20200313,81506
20200310,2,선릉,48246,43132,20200313,91378
20200310,2,역삼,43562,47681,20200313,91243
20200310,2,강남,70679,71554,20200313,142233
20200310,2,교대,28343,31544,20200313,59887
20200310,2,서초,17975,17842,20200313,35817
20200310,2,방배,13384,13727,20200313,27111
20200310,2,사당,28450,30962,20200313,59412
20200310,2,낙성대,21992,21196,20200313,43188
20200310,2,서울대입구,38332,37167,20200313,75499
20200310,2,봉천,19971,18568,20200313,38539
20200310,2,신림,53027,51313,20200313,104340
20200310,2,신대방,21546,20748,20200313,42294
20200310,2,구로디지털단지,51278,51650,20200313,102928
20200310,2,대림,19305,19535,20200313,38840
20200310,2,신도림,36401,34859,20200313,71260
20200310,2,문래,17430,17842,20200313,35272
20200310,2,영등포구청,19345,19621,20200313,38966
20200310,2,당산,15759,18438,20200313,34197
20200310,2,합정,24072,25064,20200313,49136
20200310,2,홍대입구,36872,38865,20200313,75737
20200310,2,신촌,25453,26697,20200313,52150
20200310,2,이대,8446,8651,20200313,17097
20200310,2,아현,7310,7111,20200313,14421
20200310,2,충정로,8709,9141,20200313,17850
20200310,2,용답,1952,1939,20200313,3891
20200310,2,신답,1347,1542,20200313,2889
20200310,2,신설동,2557,2781,20200313,5338
20200310,2,도림천,979,1085,20200313,2064
20200310,2,양천구청,5069,5298,20200313,10367
20200310,2,신정네거리,7228,7541,20200313,14769
20200310,2,용두,1813,1875,20200313,3688
20200311,2,시청,21287,21532,20200314,42819
20200311,2,을지로입구,31691,32829,20200314,64520
20200311,2,을지로3가,18040,18138,20200314,36178
20200311,2,을지로4가,11096,10992,20200314,22088
20200311,2,동대문역사문화공원,9625,10536,20200314,20161
20200311,2,신당,11276,11863,20200314,23139
20200311,2,상왕십리,11447,10908,20200314,22355
20200311,2,왕십리,13125,11167,20200314,24292
20200311,2,한양대,5490,5858,20200314,11348
20200311,2,뚝섬,17851,19333,20200314,37184
20200311,2,성수,29961,32742,20200314,62703
20200311,2,건대입구,28766,30880,20200314,59646
20200311,2,구의,20631,20332,20200314,40963
20200311,2,강변,25349,24762,20200314,50111
20200311,2,잠실나루,11378,11079,20200314,22457
20200311,2,잠실,55483,53890,20200314,109373
20200311,2,잠실새내,16457,16480,20200314,32937
20200311,2,종합운동장,5384,5760,20200314,11144
20200311,2,삼성,40375,41330,20200314,81705
20200311,2,선릉,49174,43960,20200314,93134
20200311,2,역삼,43467,47826,20200314,91293
20200311,2,강남,72971,73223,20200314,146194
20200311,2,교대,28786,32202,20200314,60988
20200311,2,서초,17319,17493,20200314,34812
20200311,2,방배,13657,14106,20200314,27763
20200311,2,사당,29781,32519,20200314,62300
20200311,2,낙성대,22803,21974,20200314,44777
20200311,2,서울대입구,39601,38405,20200314,78006
20200311,2,봉천,20297,18882,20200314,39179
20200311,2,신림,54902,53032,20200314,107934
20200311,2,신대방,21837,21052,20200314,42889
20200311,2,구로디지털단지,51299,51445,20200314,102744
20200311,2,대림,19730,19829,20200314,39559
20200311,2,신도림,35656,34011,20200314,69667
20200311,2,문래,17090,17397,20200314,34487
20200311,2,영등포구청,19503,19847,20200314,39350
20200311,2,당산,16397,18994,20200314,35391
20200311,2,합정,24972,26364,20200314,51336
20200311,2,홍대입구,40711,43271,20200314,83982
20200311,2,신촌,26474,27482,20200314,53956
20200311,2,이대,8661,8867,20200314,17528
20200311,2,아현,7541,7202,20200314,14743
20200311,2,충정로,8778,9286,20200314,18064
20200311,2,용답,2069,2067,20200314,4136
20200311,2,신답,1360,1537,20200314,2897
20200311,2,신설동,2659,2784,20200314,5443
20200311,2,도림천,949,1025,20200314,1974
20200311,2,양천구청,5016,5210,20200314,10226
20200311,2,신정네거리,7203,7674,20200314,14877
20200311,2,용두,1892,1953,20200314,3845
20200312,2,시청,20815,21081,20200315,41896
20200312,2,을지로입구,31494,32588,20200315,64082
20200312,2,을지로3가,17685,17658,20200315,35343
20200312,2,을지로4가,10895,10704,20200315,21599
20200312,2,동대문역사문화공원,9139,10201,20200315,19340
20200312,2,신당,11136,11552,20200315,22688
20200312,2,상왕십리,11182,10747,20200315,21929
20200312,2,왕십리,12730,10718,20200315,23448
20200312,2,한양대,5273,5550,20200315,10823
20200312,2,뚝섬,17452,19045,20200315,36497
20200312,2,성수,29362,32367,20200315,61729
20200312,2,건대입구,28521,30276,20200315,58797
20200312,2,구의,20421,19938,20200315,40359
20200312,2,강변,24986,24421,20200315,49407
20200312,2,잠실나루,11328,10985,20200315,22313
20200312,2,잠실,54495,52918,20200315,107413
20200312,2,잠실새내,16084,16072,20200315,32156
20200312,2,종합운동장,5182,5536,20200315,10718
20200312,2,삼성,39400,40533,20200315,79933
20200312,2,선릉,47992,42892,20200315,90884
20200312,2,역삼,42389,47199,20200315,89588
20200312,2,강남,71929,72725,20200315,144654
20200312,2,교대,28107,31347,20200315,59454
20200312,2,서초,17103,17124,20200315,34227
20200312,2,방배,13335,13847,20200315,27182
20200312,2,사당,29281,31519,20200315,60800
20200312,2,낙성대,22244,21411,20200315,43655
20200312,2,서울대입구,38986,37634,20200315,76620
20200312,2,봉천,19950,18494,20200315,38444
20200312,2,신림,53458,51673,20200315,105131
20200312,2,신대방,21574,20844,20200315,42418
20200312,2,구로디지털단지,49971,50299,20200315,100270
20200312,2,대림,19064,19175,20200315,38239
20200312,2,신도림,34218,33123,20200315,67341
20200312,2,문래,16894,17307,20200315,34201
20200312,2,영등포구청,19193,19471,20200315,38664
20200312,2,당산,16074,18531,20200315,34605
20200312,2,합정,24735,25912,20200315,50647
20200312,2,홍대입구,40126,42461,20200315,82587
20200312,2,신촌,25624,27081,20200315,52705
20200312,2,이대,8563,8877,20200315,17440
20200312,2,아현,7437,7108,20200315,14545
20200312,2,충정로,8660,9183,20200315,17843
20200312,2,용답,2049,2071,20200315,4120
20200312,2,신답,1365,1518,20200315,2883
20200312,2,신설동,2529,2675,20200315,5204
20200312,2,도림천,937,985,20200315,1922
20200312,2,양천구청,4821,5083,20200315,9904
20200312,2,신정네거리,7072,7409,20200315,14481
20200312,2,용두,1825,1913,20200315,3738
20200313,2,시청,20550,20600,20200316,41150
20200313,2,을지로입구,32094,32766,20200316,64860
20200313,2,을지로3가,17358,17680,20200316,35038
20200313,2,을지로4가,10763,10818,20200316,21581
20200313,2,동대문역사문화공원,9376,10350,20200316,19726
20200313,2,신당,11536,12049,20200316,23585
20200313,2,상왕십리,11555,10791,20200316,22346
20200313,2,왕십리,13503,11587,20200316,25090
20200313,2,한양대,5635,5743,20200316,11378
20200313,2,뚝섬,17495,18874,20200316,36369
20200313,2,성수,29418,32388,20200316,61806
20200313,2,건대입구,30304,34179,20200316,64483
20200313,2,구의,20810,20198,20200316,41008
20200313,2,강변,27042,27033,20200316,54075
20200313,2,잠실나루,11402,10716,20200316,22118
20200313,2,잠실,56106,54138,20200316,110244
20200313,2,잠실새내,17042,17700,20200316,34742
20200313,2,종합운동장,5254,5612,20200316,10866
20200313,2,삼성,40243,40745,20200316,80988
20200313,2,선릉,47767,42923,20200316,90690
20200313,2,역삼,42239,46519,20200316,88758
20200313,2,강남,75857,78367,20200316,154224
20200313,2,교대,28898,32382,20200316,61280
20200313,2,서초,16833,16953,20200316,33786
20200313,2,방배,13606,13823,20200316,27429
20200313,2,사당,31079,33874,20200316,64953
20200313,2,낙성대,23162,21590,20200316,44752
20200313,2,서울대입구,40964,39122,20200316,80086
20200313,2,봉천,20513,18668,20200316,39181
20200313,2,신림,55723,53669,20200316,109392
20200313,2,신대방,21879,20654,20200316,42533
20200313,2,구로디지털단지,50454,50277,20200316,100731
20200313,2,대림,19365,19438,20200316,38803
20200313,2,신도림,35633,34365,20200316,69998
20200313,2,문래,17016,17497,20200316,34513
20200313,2,영등포구청,19254,19281,20200316,38535
20200313,2,당산,16501,19248,20200316,35749
20200313,2,합정,26299,28725,20200316,55024
20200313,2,홍대입구,43264,48593,20200316,91857
20200313,2,신촌,27807,29247,20200316,57054
20200313,2,이대,9002,9192,20200316,18194
20200313,2,아현,7638,7350,20200316,14988
