date,방화,개화산,김포공항,송정,마곡,발산,우장산,화곡,까치산,신정,목동,오목교,양평,영등포구청,영등포시장,신길,여의도,여의나루,마포,공덕,애오개,충정로,서대문,광화문,종로3가,을지로4가,동대문역사문화공원,청구,신금호,행당,왕십리,마장,답십리,장한평,군자,아차산,광나루,천호,강동
2019-04-21,8812,6934,12691,12877,5668,20303,16831,34822,39043,12823,21262,30993,5919,3135,13234,3650,16129,27039,11880,11951,7132,3529,13741,34525,22888,3919,2207,4387,7799,9359,6799,7197,18864,20296,15036,24053,17708,30402,22988
2019-04-22,16329,13712,14822,20448,15231,42589,36529,67008,68228,26583,46141,54193,16021,9210,21906,8257,62030,28580,34719,35042,16937,11837,45413,81114,32001,12363,7405,9495,15651,18846,11656,15304,36604,42266,25892,33381,32044,43657,42682
2019-04-23,16511,13981,14763,20511,15453,42882,36693,67329,68402,26881,46620,54377,16018,9218,22355,8132,62326,21735,35511,35899,17667,11460,46766,84434,31790,12098,7807,9685,15665,18889,12114,15363,36894,42036,26228,33313,31029,43580,43706
2019-04-24,16702,13865,15787,20582,15587,44990,37173,68340,69095,26855,46883,58605,16052,9275,22955,8279,63570,24950,35729,35899,17802,12179,46456,82512,33154,12081,7641,9488,15918,19343,12534,14820,37129,44037,27198,33205,31530,45159,43441
2019-04-25,16099,13664,16262,20061,15429,43642,37099,67102,67537,26901,46558,57048,16268,8671,22592,8562,63659,18031,35968,36308,18469,11870,47057,85316,32720,11786,7701,9784,15916,19137,12513,15465,36975,43998,27376,32624,30839,44527,43047
2019-04-26,16575,13688,17212,20775,15510,44762,37946,68414,69233,27195,47076,60102,16187,8830,23800,8339,63750,21703,36171,37008,17805,11386,45303,85522,36339,11920,7767,9861,16137,19221,13022,15351,37242,44478,28070,34327,32363,47673,43949
2019-04-27,12966,9894,16801,17330,9078,36308,28038,51634,53799,18923,33752,48654,8562,4926,21225,5780,28170,56178,19904,22236,10507,5362,22618,67528,39375,8978,3446,6662,11116,15117,10832,10938,27155,30138,22869,32820,29295,44922,36653
2019-04-28,9082,7160,13819,13054,5998,21751,18192,36155,39627,13626,22217,31899,6043,2997,13886,3870,20323,32150,12838,13263,8071,3700,14276,42404,23972,3739,2378,4573,8027,10016,6816,6951,19322,20696,16158,24001,20491,31884,24156
2019-04-29,16571,13923,15541,20779,15185,43666,36794,68239,68344,26839,46563,56326,16156,9208,22497,8411,62580,25414,34468,36118,17648,11702,46224,82267,33367,12671,8022,9677,15559,18816,11803,14707,36974,42310,26638,33305,32629,43478,43282
2019-04-30,17120,13976,16433,21672,16247,46462,39649,70121,69978,27481,49241,58830,16231,9319,23593,8614,65326,35095,36279,38116,18235,11930,49042,89051,37358,13266,8193,9800,16275,19494,12968,15255,37867,43695,27966,34814,32806,47319,45395
2019-05-01,12752,9730,15209,16728,9032,28496,29821,50217,52848,19821,34029,43541,8474,5182,17446,5200,25292,39013,20092,19630,11757,6821,27497,54662,37013,10564,3966,7140,12180,13771,10154,10214,26069,30868,21089,35068,25009,39441,31052
2019-05-02,16840,13923,16046,20713,15784,43049,38018,68615,68786,27264,47961,59054,15988,9386,23482,8519,62766,42509,35706,36403,18175,11787,47581,87330,36469,12762,8044,9720,16119,18871,12301,15024,37586,44255,27114,34988,33130,46001,43703
2019-05-03,16429,14234,18000,22162,16391,44850,39133,71161,70580,27458,48164,62185,16107,8902,24471,8636,63471,63483,35869,37013,17850,10980,46441,88939,39566,13411,8095,9910,16121,19234,13170,15137,37954,45304,27746,35454,32560,49772,43989
2019-05-04,13108,9453,16032,16525,8531,31160,25322,49568,50863,18101,31018,42945,8118,4383,18767,5315,24103,67633,18644,20171,10056,5994,22464,71202,42293,9761,3442,6717,11056,13589,9954,9987,26117,30238,20937,30023,25278,42198,32145
2019-05-05,9220,7302,14769,13059,5962,21142,18131,37107,40003,13534,22247,31099,6100,3106,13694,3919,17234,57481,12768,12032,7286,3532,14417,43302,32252,4401,2265,4690,8279,9649,7979,7026,19836,21974,15923,32209,18522,33167,23278
2019-05-06,9572,8132,15101,12956,7505,22991,19761,40897,42087,14780,24401,33811,6416,3416,13622,4455,19269,67648,14496,13100,7432,3755,14093,33270,30311,6896,2379,5360,8219,10240,7851,7896,20724,22037,16202,27858,18616,33100,24023
2019-05-07,16446,13978,15625,21688,15954,44234,37805,68547,68723,27301,47327,56510,16169,9084,22958,8224,61569,31504,34606,36149,17288,11750,46461,80578,32552,12141,7503,9652,15904,19165,12207,14735,37049,42102,26525,34177,31169,45271,43705
2019-05-08,17036,14232,15886,21157,16428,46026,38640,69548,70383,27286,47310,58015,16238,9184,23561,8470,63017,27081,35331,35842,17889,12031,47876,85416,32094,12338,7610,9776,16624,19417,12142,14959,38112,44658,26752,34188,32185,45812,43913
2019-05-09,16665,13899,15250,20889,16221,44741,37922,70235,69820,27503,47867,57683,16340,9174,23427,8415,65245,30298,35779,36757,18100,11783,48698,87121,34105,12475,7781,9931,16163,19178,12258,14859,37379,44071,27409,34972,32763,46183,44354
2019-05-10,17860,14302,16619,22220,16471,47131,39603,71617,71871,27907,48627,61657,16512,9268,24490,8601,66771,46973,36312,37800,18151,11694,46689,88546,38703,13054,7634,9835,16658,19701,12932,15348,38587,44988,28726,36894,34212,49181,45417
2019-05-11,13301,10243,16056,17290,9144,32890,27250,52259,53770,19099,33896,47859,8197,4538,20565,5568,28731,65065,20534,20899,10119,5499,23064,55962,38666,9129,3049,6570,10999,13735,10539,10786,26582,29263,21663,30559,27685,43787,35428
2019-05-12,11426,8174,13476,13389,6155,21713,19105,37283,41274,13987,23365,31033,5968,2870,13986,3886,15994,43219,13870,11659,7642,3913,14310,36216,25375,3706,1889,4678,8367,11104,7090,7663,19605,20915,15784,28204,21042,32764,23986
2019-05-13,16521,14204,15146,20995,15903,43469,37123,67953,67766,26635,46197,57641,16220,9036,22366,8459,62150,22916,34272,35456,17384,11426,45756,80271,32294,12401,7569,9350,15791,18930,11857,14803,36446,41531,26370,33183,30840,44109,42942
2019-05-14,16933,14229,15360,21112,16275,44887,38134,68776,69027,27287,47882,57594,16468,9291,23507,8500,63261,28077,35098,36591,17804,11386,48458,84818,33727,12613,7365,9442,16165,19423,12217,15231,37553,42615,26939,34736,32933,46302,44804
2019-05-15,17772,14224,15928,21488,16415,47467,39307,70907,71029,27945,49175,61321,16645,9345,23569,8758,66879,32125,35682,36882,18064,12481,49933,94271,35169,12621,7540,10150,16830,20170,13043,15246,38625,45140,27844,39148,34895,48290,44662
2019-05-16,16977,13948,15827,21214,16170,45245,37407,68417,68611,27007,47461,57338,16155,8966,23110,8381,63064,27335,35503,37182,18059,11565,47740,85439,34445,12699,7491,9753,16310,19028,12381,15050,37347,44140,27403,35540,32379,46032,44385
2019-05-17,17123,14069,16831,21624,15987,45935,37163,69832,69651,27626,48832,60133,16099,9013,23555,8471,64641,39081,35352,37029,17923,11899,45907,85441,37986,12864,7558,9694,16359,19124,12989,14846,37471,44978,27787,35722,33582,48999,44577
2019-05-18,12487,9848,15887,16969,8744,34333,27041,50758,52420,18778,32930,45507,8442,4600,21289,5506,26822,52499,19997,21038,10106,5582,22440,60581,38126,9091,3156,6433,10875,13219,10497,10520,26223,29612,22206,30626,26371,43427,34799
2019-05-19,8799,6778,13565,12000,5339,18378,16949,33454,36171,12687,20576,28945,5773,2766,12969,3555,15013,8412,11327,11155,6856,3496,13612,32433,20517,3307,2118,4067,7297,8890,6919,6845,17966,19006,14938,19484,17563,29908,22547
2019-05-20,16608,14017,15882,21031,15905,43095,37253,67619,68348,26668,46558,56245,16343,9206,22486,8514,62075,24376,34548,35863,17392,11601,45434,80979,33577,12345,7881,9601,16000,18675,11991,14741,36551,41740,26445,33532,31538,43819,43208
2019-05-21,16788,14519,15198,21370,16427,43904,37327,68933,68788,26947,47263,56305,16337,9248,23506,8627,63373,26587,35551,36876,17744,11851,47344,84249,34075,12603,7679,9589,16237,19222,11876,15054,36965,42208,26724,34274,32329,45112,44254
2019-05-22,16957,14010,15968,21217,16245,44790,38387,68729,68900,27211,47398,57549,16398,9316,23287,8594,63194,27828,35683,37118,17908,12001,47827,84961,34978,12703,7618,9525,16167,19328,12268,15036,37913,44089,27319,34428,32458,45008,43593
2019-05-23,16855,13835,15627,20835,16106,44753,37642,68699,68645,27028,47628,57341,16567,9224,23843,8654,63132,27730,35729,36542,17969,11722,47648,85153,34407,12699,7638,9823,16216,19178,12084,15198,37265,44527,27173,34764,31781,45962,44199
2019-05-24,17325,13961,17759,21906,16181,46156,38375,70134,70124,27392,48703,60952,16521,9102,23934,8519,64713,36194,35558,37046,18380,11295,46168,88026,36900,12749,7642,9840,16283,19205,13072,15059,37891,44993,27585,36899,33790,48846,45031
2019-05-25,12960,9887,16255,16743,9175,33466,27575,51466,52280,18493,33196,45544,8370,4532,21113,5422,27899,46924,19670,20364,10482,6034,23402,60424,37562,8790,3461,6694,11468,14544,11189,10910,26668,29677,21583,29953,27312,43316,35278
2019-05-26,9505,7417,13625,12754,6124,21563,18931,36932,39803,13288,23013,30619,5999,3142,14615,3912,21719,32413,12963,12051,7636,3778,14909,33483,23751,3942,2279,4551,8287,10431,7588,7257,19480,21197,16173,24962,19510,33083,24256
2019-05-27,15759,13439,14133,19565,15405,42599,35685,64866,64944,25994,44686,51249,16146,8549,21728,8275,61020,17448,33690,34519,16858,11220,44805,77322,29543,12054,7485,9163,15301,18660,11432,14425,35312,40441,25167,30830,29635,38740,42190
2019-05-28,16938,13566,15265,21181,16206,43822,37575,68897,68613,26909,47241,56859,16331,9177,23177,8686,63540,26505,35092,36396,18076,11644,47818,85509,33058,13026,7501,9681,16025,19359,11963,15441,37252,43550,26872,34565,34823,45603,44184
2019-05-29,16731,14049,16868,20976,16066,46671,37141,69686,68941,27286,46810,56850,16224,9061,23100,8686,63274,26376,35348,36127,17905,11987,48382,85322,33652,13080,7474,9776,15692,19400,12232,14751,37234,43940,27104,34044,32248,45438,44012
2019-05-30,16341,13410,16186,20706,16005,44619,36749,68308,68310,27223,47273,57746,16205,8964,23247,8312,62494,22577,34547,36415,17498,11820,48842,84937,33257,12763,7653,9439,16070,19106,12387,14856,37252,44069,27183,33798,32060,45788,43309
2019-05-31,17237,13966,18256,21581,16131,44643,37687,69366,69423,27233,47242,59915,16462,9002,24005,8390,62643,33008,35404,36736,18183,11655,45474,84538,35314,13415,7673,9473,16370,19236,12746,15065,37279,44446,28531,35689,32896,47916,43599
