date,개화,김포공항,공항시장,신방화,마곡나루,양천향교,가양,증미,등촌,염창,신목동,선유도,당산,국회의사당,여의도,샛강,노량진,노들,흑석,동작,구반포,신반포,고속터미널,사평,신논현,언주,선정릉,삼성중앙,봉은사,종합운동장,삼전,석촌고분,석촌,송파나루,한성백제,올림픽공원,둔촌오륜,중앙보훈병원
2020-04-22,3755,11551,5397,12075,18097,17481,36071,12996,18783,30655,6658,13959,32756,30044,43851,10342,48695,7180,13766,2663,4863,4482,20658,5070,56164,17700,17538,12338,26976,7440,11496,9893,12144,7782,3757,8658,1427,16648
2020-04-23,3891,12213,5567,11902,18330,17469,36669,13069,18867,31224,6759,14054,33379,30185,44111,10339,49260,7317,13725,2781,4974,4461,20812,5061,58264,17919,17781,12261,27961,7578,11405,9847,12409,7802,3770,8835,1466,16694
2020-04-24,4223,13168,5688,12535,19168,17416,37904,13518,19466,32034,6967,14504,34911,30687,45288,10654,52397,7618,14486,2860,5132,4872,24978,5357,65040,18044,18171,12552,28283,7730,11718,10135,12739,8054,3970,9335,1691,16840
2020-04-25,2491,12014,4003,7868,11506,9690,23130,6775,11360,19050,3481,6395,20402,6332,13479,4179,39322,5037,9524,2003,3797,2932,22667,2730,43723,8322,8149,4820,14532,4770,7603,6343,8849,5935,2570,6216,1001,7060
2020-04-26,1982,10315,3020,5604,8315,6504,16722,4046,8032,13379,2531,4530,14346,6373,8760,2674,27916,3651,6775,1566,1966,2115,17841,1826,24690,4740,4870,3129,9929,3189,5496,4533,6322,4186,2126,4813,731,5365
2020-04-27,4264,12977,5574,12203,18388,17563,37876,13378,19336,31608,6854,14415,33518,30902,45230,10531,49362,7391,14414,2724,5027,4679,21943,5155,58898,17842,18178,12309,27954,7426,11318,9991,12421,7569,3883,9227,1496,16709
2020-04-28,4304,13651,5858,12457,19077,17933,38321,13468,19825,32223,7127,14579,34246,31300,46001,10772,50518,7603,14853,2960,5055,4765,22402,5274,60517,18267,18650,12648,28836,7589,11664,9784,12842,7598,4097,9576,1517,17363
2020-04-29,4420,15929,5712,12739,19377,18331,38689,13627,20063,33062,7445,14922,35791,32064,47152,11084,54003,7755,15100,3098,5173,5134,28219,5407,66053,18704,19045,12993,30996,8088,11944,10294,13166,8007,4116,9740,1591,17625
2020-04-30,2576,14105,3650,6871,9852,8504,20676,6221,10190,16989,3196,6393,17117,5525,10899,3936,36136,4433,8387,2168,3002,2799,24343,2409,33380,5995,6416,4150,18754,4224,6948,5895,8135,5357,2486,6019,911,7033
2020-05-01,2525,13390,4002,7742,10294,8935,22344,6556,11128,18117,3638,6409,18966,8800,11847,4532,38505,4939,9344,2216,3056,3504,23904,2925,39660,7080,7120,4836,13482,4729,7503,6322,8375,5833,2503,6260,845,6987
2020-05-02,2327,12136,3822,7150,10791,8207,20949,6030,10333,17181,3199,5805,17704,5022,11242,3948,37484,4568,8740,1735,3019,3097,24675,2619,38066,7522,7007,4231,13453,4248,6765,5783,7848,5265,2348,5692,771,6501
2020-05-03,2024,12282,3047,5741,8232,6405,17292,4904,8049,13585,2545,4558,13926,6121,8527,2750,28125,3924,6518,1515,2081,2314,20657,1771,24508,4640,4916,3047,9688,3036,5442,4565,6216,4214,2028,4891,723,5533
2020-05-04,3494,12931,5293,11171,14681,14828,32794,10940,17177,26656,5657,10849,28655,22281,35079,8850,47566,6685,13538,2529,4464,4488,24327,4587,53118,13320,12944,8944,20828,6438,9975,8426,10873,6951,3344,8078,1316,13839
2020-05-05,2170,12400,3294,6215,9463,7271,17836,5518,9107,14882,2968,5202,15021,4666,9377,3386,32512,3815,7202,1585,2278,2379,19548,2178,26470,5317,5230,3656,11506,3449,6294,5139,6914,4772,2050,4741,777,5935
2020-05-06,4402,13738,5833,12945,19500,18369,39407,13522,20315,33382,7248,15132,35428,33085,47056,11034,52105,7993,15070,3348,5454,5227,24901,5685,62005,18597,19499,12895,29860,7875,12016,10199,13242,7892,4282,10094,1589,18445
2020-05-07,4343,13904,5800,12928,19581,18803,39581,13810,20457,33880,7513,15160,35654,32839,48093,11498,52498,8045,15175,3684,5533,5381,26211,5781,63330,18866,19401,12889,30595,7939,11899,10318,13398,8054,4257,10138,1599,18477
2020-05-08,4664,15293,5849,13449,19905,18674,40641,14278,21183,34411,7687,15489,37024,34440,48637,11776,55624,8309,16025,3687,5650,5591,30507,6163,66848,19856,19652,13805,31788,8269,12464,10524,13637,8291,4358,10089,1713,18228
2020-05-09,2131,11721,3954,7670,10909,8987,21809,6168,10810,18015,3436,5653,19715,6486,12768,4051,37072,4712,8938,1842,3549,2966,23113,2857,41798,9239,8431,5052,16781,4793,7462,6425,8292,5612,2277,5213,867,6659
2020-05-10,1858,11562,3225,5947,8721,6871,17774,4212,8240,14379,2771,4675,15006,7293,9335,3114,27801,3987,7256,1923,2813,2373,20262,2036,24738,5032,5876,3229,11289,3658,5811,4920,6634,4457,2136,5022,752,5369
2020-05-11,4448,13083,5700,12993,18925,18172,39422,13998,20238,32490,7236,15222,34348,33180,46816,11216,49646,7610,14944,3210,5383,5100,23650,5495,59382,18340,18918,12921,29120,7790,11855,10184,12865,7827,4103,9630,1574,18241
2020-05-12,4433,12876,5521,12755,19166,17743,38649,13524,20028,32556,7442,14803,34405,32162,46717,11007,49716,7701,14893,3228,5206,4977,22464,5561,59001,18396,18782,12945,29446,7553,11907,10151,12997,7840,4274,9943,1595,17898
2020-05-13,4286,13442,5784,12765,19612,18034,38862,13321,20203,32895,7610,15231,34907,32975,47270,10919,50634,7827,15363,3188,5347,5238,23921,5544,59208,18473,19057,13064,29721,7973,12001,10246,13263,7964,4181,9988,1578,17885
2020-05-14,4235,14015,5589,12649,19278,18275,38553,13625,19967,32720,7308,14853,34826,31552,46939,11129,50135,7727,15374,3210,5171,4998,23625,5467,58812,18357,18815,12866,29056,7673,11917,10213,13085,7960,4197,9907,1547,17809
2020-05-15,4025,14278,5679,12548,19785,17797,38035,13577,19868,32080,7091,14916,34870,33159,46164,10929,50274,7529,15092,2815,5351,5040,24984,5706,61650,18890,18317,13435,29483,7984,11980,10312,12937,8249,3992,9034,1501,17153
2020-05-16,2317,12659,4134,8092,12005,9374,23741,6600,11851,19072,3715,6271,21090,6502,14180,4563,38099,5134,10196,2436,4185,3545,23101,2993,40603,8641,8347,5311,16114,5185,7567,6843,9033,5821,2659,6554,953,7211
2020-05-17,2036,11481,3311,6047,9026,6974,18032,4829,8781,14498,2982,4761,15211,7083,10170,3230,27782,4019,7123,1991,2315,2583,19135,2011,23937,5030,5805,3217,11400,3757,5698,4878,6448,4204,2087,5388,790,6247
2020-05-18,4219,13223,5580,12701,18370,17810,37516,13562,20076,31445,7147,14560,33193,32586,45324,11103,48394,7725,14498,3222,5115,4926,21590,5581,56809,18410,18365,13277,28342,7636,11862,10146,12281,7811,4119,9179,1461,17559
2020-05-19,4068,13235,5581,12664,19245,17886,37733,13371,19877,31682,7199,14698,34256,32480,46291,10978,49457,7659,14796,2983,5318,4913,21714,5450,58207,18317,18457,13161,28670,7801,11698,10235,12730,7919,4156,9439,1510,17093
2020-05-20,4359,13878,5862,13144,19889,18402,39966,13552,20734,33313,7562,15044,35187,32703,47940,11125,52635,8196,15475,3602,5543,5401,24029,5676,60885,18494,19327,13299,29559,8080,12117,10584,13521,8280,4443,10632,1717,18334
2020-05-21,4333,14686,5704,13177,20218,18470,39880,13455,20345,33232,7315,14951,35482,32655,47856,11122,51829,8105,15349,3442,5605,5254,24602,5809,60958,18669,19172,13055,29642,8098,11985,10450,13606,8164,4279,10675,1698,18544
2020-05-22,4435,15804,5889,13089,20612,18102,40008,13731,20635,33650,7341,14685,36708,34161,48463,11090,54458,8050,15911,3533,5673,5559,28067,5976,65377,18826,19195,13264,30895,8153,12248,10518,13933,8621,4383,10708,1724,18052
2020-05-23,2616,14223,4343,8454,13149,10275,25962,7407,12916,20911,4241,7598,22942,7422,16428,5051,43879,5833,10604,3009,4343,4298,27349,3254,43166,9421,9412,5708,18734,6067,8519,6928,9976,6785,3364,7786,1066,8442
2020-05-24,1822,13911,3629,6071,9146,7101,17859,4159,8163,14233,2615,4612,14587,7620,9580,3497,28721,3974,6851,1876,2663,2525,19139,1973,23234,5279,5543,3207,11676,3598,5705,4914,6568,4512,2204,5344,687,5827
2020-05-25,4411,14280,5793,12727,19065,17909,40156,13766,20161,32938,7290,15079,34320,32721,46847,10850,50949,8041,15366,3503,5729,5377,23699,5598,59178,18344,18839,12932,30007,7787,11896,10294,13473,7918,4243,10381,1686,18130
2020-05-26,4358,14081,5810,12977,19683,18104,39782,13701,20566,32948,7523,15422,34786,34209,47936,11252,51505,8161,15636,3465,5669,5296,22932,5854,60003,19043,19008,13474,30359,7984,11942,10535,13485,8113,4306,10479,1736,18403
2020-05-27,4421,14061,5830,13151,20085,18570,40396,13766,20786,33478,7571,15639,36082,33809,48745,11581,52523,8378,15535,3695,5719,5654,24541,5838,60677,18792,19508,13334,30714,8142,12074,10595,13954,8486,4458,11041,2004,18666
2020-05-28,4309,14599,5670,12632,19823,17167,39823,13542,20214,33147,7507,15003,35266,32462,48029,11262,50407,8075,15589,3537,5739,5612,24533,5873,59935,18498,19231,13141,30363,8043,11720,10311,13418,8181,4477,10766,1968,18182
2020-05-29,4310,15901,5729,12923,20293,17386,39623,13638,20542,33415,7420,15344,36481,34306,46564,10207,52949,8200,15809,3736,5905,5999,28753,6053,64570,18788,19364,13199,31267,8107,12047,10570,13899,8710,4435,10792,2096,18160
2020-05-30,2383,13868,4108,7860,12518,9741,24685,6806,11897,19805,3679,7067,21952,7036,14339,4482,40561,5433,10121,3304,4554,4091,26408,3315,42118,9013,8992,5421,21469,5288,8082,7009,10042,6438,2997,7618,1014,8046
2020-05-31,1853,12485,3242,5734,8453,6578,17815,4797,8173,13837,2413,4842,14980,7607,9686,2741,27146,3973,7031,2511,2215,2545,19197,2066,23698,5250,5419,3268,11090,3510,5910,4881,6635,4471,2100,5683,729,5973
